Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,GA,2022,"11        ",Female,17,Right-Handed,167,25,135,1,Car,15,0.412,40,Soccer,700,500,400,500,800,800,24,"Right foot",65,60,"Index finger",March,Fall,Yes,No,Seafood,Coffee,English,7,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",4,10,10,4,10,5,10,0,10,2,10,10,0,2,Some,"Graduate degree",Country,"Freeze time",Rich,Relative,Environment
USA,IN,2020,"11        ",Female,16,Right-Handed,163,39,165,1,Car,20,.477,56,Other,30,100,120,100,50,100,37,"Right foot",17,17,"Same length",March,Fall,No,No,Pizza/Pasta,Water,English,6,8,4,"Yes - broadband connection","Text messaging",100,120,80,20,10,20,2,0,40,50,100,3,8,2,"A lot",Other,Country,Fly,Happy,Relative,"Wildlife, animals"
USA,NC,2021,"12        ",Female,17,Right-Handed,170,28,157,3,Car,10,0.369,51,Basketball,973,904,952,888,551,797,28,"Same length",80,70,"Index finger",January,Summer,No,Yes,Pizza/Pasta,Water,Science,6,8,4,"Yes - broadband connection","In person",200,350,14,5,28,35,7,2,28,28,70,15,0,5,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,VT,2015,"11        ",Male,17,Ambidextrous,171,24,174,1,Car,300,.744,55,Baseball/Softball,150,200,0,100,1000,1000,24,"Same length",90,105,"Ring finger",October,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,11,6,"Yes - other","Text messaging",239,182,45,1,3,2,10,1,1,108,108,0,0,2,"Very little","High school","Rock and roll","Freeze time",Rich,"Sports person",Other
USA,KY,2013,"12        ",Female,27,Right-Handed,153,24,150,1,Car,8,.43,46,Walking/Hiking,,,,,,,22,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2023,"12        ",Male,18,Right-Handed,183,30,180,1,Car,20,0.161,37,None,471,267,0,0,1000,1000,30,"Same length",76,74,"Same length",December,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Computers and technology",7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,30,0,0,2,0,56,20,0,108,0,0,10,"A lot","Some college","Rap/Hip hop",Telepathy,Happy,Other,Health
USA,CT,2015,"12        ",Female,17,Right-Handed,162,22,158,1,Walk,1,.3,38,Athletics,500,500,500,500,711,877,22,"Same length",7.2,7.4,"Ring finger",February,Spring,Yes,No,Desserts,Water,English,7,10,4,"Yes - broadband connection","In person",150,300,28,0,12,1,5,3,5,3,12,3,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Teacher,Health
USA,NM,2013,"12        ",Male,17,Right-Handed,172,25,165,2,Car,15,.308,40,Lacrosse,200,200,400,600,300,500,25,"Same length",80,90,"Ring finger",August,Winter,Yes,No,Breads/Sandwiches,"Sports drink",Music,7,9,4,"Yes - broadband connection","Text messaging",200,200,20,1,3,5,7,1,4,4,2,10,15,4,"A lot","Graduate degree","Heavy metal",Invisibility,Rich,"Musician or singer",Health
USA,MO,2012,"7         ",Male,13,Right-Handed,172,27,166,1,Car,3,0.344,32,"Martial Arts",1000,740,877,1000,160,107,27,"Same length",80,85,"Ring finger",December,Spring,No,,"No favorite",Water,"Computers and technology",10,9,3,"Yes - broadband connection","In person",0,0,80,0,2,16,3,21,0,0,21,14,0,2,None,"Graduate degree",Other,Telepathy,Happy,"Musician or singer",Health
USA,MN,2021,"9         ",Female,14,Right-Handed,"5""5.5","11 ","67 ",1,Car,10,0.363,49,Other,193,235,455,48,257,476,"11 ","Same length",3,3,,November,Fall,Yes,No,Meat,Water,"Mathematics and statistics",8,6,5,"Yes - other",Other,4,10,7,0,2,5,2,0,4,2,7,2,0,5,"A lot","Graduate degree",Country,Invisibility,Happy,Teacher,"Wildlife, animals"
USA,GA,2011,"6         ",Male,11,Right-Handed,149,22,142,2,Bus,15,0.078,41,Soccer,491,312,770,,526,501,22,"Same length",7,7.5,"Ring finger",January,Winter,No,No,"Rice/Noodle dishes",Water,Science,10,9,7,"Yes - broadband connection","Internet chat or instant messaging",0,0,2,0.5,1.5,2,1,4,0.1,0,2,2,0,1,Some,"Graduate degree",Classical,Invisibility,Healthy,Relative,Health
USA,AZ,2019,"12        ",Male,`17,Right-Handed,"5,9",29,90,2,Car,35,0.405,62,Basketball,0,1000,1000,503,0,770,29,"Same length",6.5,80,"Ring finger",April,Spring,,No,Seafood,Water,Science,6,6,8,"Yes - dial-up connection","Cell phone",3,2,5,2,12,1,1,66,1,1,1,2,8,3,Some,"High school","Rap/Hip hop","Freeze time",Happy,Other,Health
USA,OK,2017,"12        ",Female,17,Right-Handed,166,24,165,1,Car,10,.375,52,Skateboarding/Rollerblading,781,535,299,840,898,936,24,"Same length",79,80,"Ring finger",July,Fall,Yes,No,"Rice/Noodle dishes",Water,"Social studies",9,10,3,"Yes - broadband connection","Text messaging",38,46,3,1,4,3,0,2,3,4,6,2,8,4,"A lot","Undergraduate degree","Heavy metal",Fly,Happy,"Musician or singer",Religious
USA,OR,2017,"11        ",Female,16,Right-Handed,158,24.5,160,4,Walk,1,0.156,55,Dancing,1000,588,684,765,187,299,24.5,"Same length",73,80,"Ring finger",April,Fall,Yes,No,"Rice/Noodle dishes",Water,Languages,8,10,5,"Yes - broadband connection","Text messaging",10,11,30,2,5,40,2,10,2,15,16,0,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Famous,"Business person","Wildlife, animals"
USA,CA,2019,"12        ",Female,17,Right-Handed,165,25,164,1,Car,7,0.546,35,"Football (American)",7,8,5,5,10,10,25,"Same length",65,72,"Ring finger",August,Fall,No,No,Pizza/Pasta,Water,Science,5,7,5,"Yes - other","Text messaging",25,16,6,2,6,10,4,1,10,4,2,2,0,6,"A lot",Other,Pop,Telepathy,Happy,Actor,Health
USA,CT,2017,"12        ",Female,16,Right-Handed,161.5,,,2,Bus,10,0.38,50,Swimming,1,2,4,3,6,5,,"Same length",,,,December,Fall,No,Yes,Fruit,Water,Science,"4 ",8,4,"Yes - broadband connection","Text messaging",37,50,17,0,10,14,0,7,25,25,90,0,0,4,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Health
USA,CO,2015,"12        ",Female,17,Right-Handed,180.3,25.1,172,1,Car,10,.426,31,Bowling,600,800,400,600,700,700,25.1,"Same length",75,80,"Ring finger",January,Summer,Yes,No,Other,Water,English,5,10,2,"Yes - broadband connection","In person",15,20,10,1,12,20,4,0,1,1,20,10,0,2,"A lot","Undergraduate degree",Other,Invisibility,Happy,Friend,"Wildlife, animals"
USA,CA,2019,"7         ",Female,12,Right-Handed,152,23,151,1,Car,5,0.409,57,Soccer,100,100,100,100,20,30,23,"Same length",64,62,"Index finger",June,Spring,No,No,Poultry,Water,English,7,4,4,"Yes - other","In person",7,8,4h,1h,"1h 30",6h,2h,3h,1h,20min,2h,4h,0,1h,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,"Wildlife, animals"
USA,IN,2020,"10        ",Female,15,Right-Handed,176,25,178,1,Bus,16,0.364,40,Soccer,900,900,100,300,700,800,26,"Left foot",17,20,"Ring finger",January,Summer,No,No,Fruit,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Text messaging",37,29,40,2,6,10,8,2,50,45,80,4,5,3,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,OH,2017,"8         ",Male,14,Left-Handed,157,27,,3,Bus,9,1.07,61,Baseball/Softball,1000,1000,1000,100,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"7         ",Male,14,Right-Handed,"5,4",5,4,1,Bus,60,3,1,"Football (American)",1,1,1,1,1,1,2,"Same length",4,2,"Index finger",April,Summer,Yes,Yes,Meat,Tea,Other,1,3,,"Yes - other","Internet chat or instant messaging",12,21,24,0,0,0,0,0,0,0,0,0,0,0,"A lot","High school",Other,,Rich,Friend,Other
USA,NC,2017,"10        ",Female,17,Right-Handed,158,22,162,1,Car,15,0.608,34,Lacrosse,1000,500,500,500,1000,1000,22,"Right foot",8,7,"Index finger",April,Winter,Yes,No,Fruit,Water,Languages,8,11,5,"Yes - broadband connection","Text messaging",12,12,9,4,2,1,1.5,0,6,2,11,1,0,1,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,OR,2018,"9         ",Female,14,Right-Handed,166,26,156,1,Bus,10,.518,.49,"Martial Arts",800,700,300,300,100,800,26,"Same length",6.5,7,"Ring finger",March,Summer,No,No,Meat,"Soft drink (caffeinated)",Art,9,12,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,120,5,4,3,2,2,1,10,8,12,14,2,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,PA,2019,"7         ",Male,13,Right-Handed,165cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"6         ",Female,10,Right-Handed,157,22,150,1,Bus,6,.44,46,Running/Jogging,1000,904,583,1000,786,615,23,"Left foot",70,70,"Same length",September,Fall,Yes,No,"Rice/Noodle dishes",Water,"Physical education",9,8,5,"Yes - broadband connection","In person",0,0,24,1,0,4,2,0,1,0,3,2,0,1,Some,"Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,IN,2016,"12        ",Male,16,Right-Handed,172,35,170,1,Car,5,.334,56,Other,900,1000,1000,500,500,900,34,"Right foot",76.2,75,"Ring finger",January,Fall,No,No,Poultry,Water,Science,6,10,6,,,,,,,,,,,,,,,,,,,,,,,"Wildlife, animals"
USA,NH,2016,"12        ",Male,17,Right-Handed,164,25,183,1,Car,9,.42,39,Baseball/Softball,500,400,300,400,900,900,25,"Same length",101,96,"Index finger",November,Summer,No,No,Meat,Coffee,"Social studies",5,9,6,"Yes - broadband connection","Internet chat or instant messaging",60,400,12,3,25,30,15,10,22,9,11,8,8,16,"A lot","High school","Rock and roll",Fly,Rich,"Sports person","Arts, culture, sports"
USA,TX,2019,"12        ",Male,21,Right-Handed,177.8,26,68.57,1,Car,12,0.352,51,"Hockey (Ice)",250,500,675,1000,700,950,26,"Same length",88.9,82.55,"Index finger",January,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,6.5,10.5,2,"Yes - broadband connection","Text messaging",12,25,20,35,45,10,5,10,35,55,60,20,50,35,"A lot","Undergraduate degree",Other,"Super strength",Happy,Relative,Health
USA,TX,2014,"12        ",Male,17,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2013,"4         ",Female,10,Left-Handed,100,16,36,1,Car,15,0.906,75,Soccer,500,500,600,400,1000,800,10,"Right foot",15,15,"Same length",August,Summer,No,No,Meat,Water,"Social studies",9,15,5,"Yes - other","Internet chat or instant messaging",200,1000,16,1,1,6,4,6,4,9,2,6,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Healthy,Friend,Health
USA,TX,2011,"12        ",Male,17,Left-Handed,184,26,183,1,Car,12,.184,40,Other,300,0,600,,995,995,26,"Right foot",90,95,"Ring finger",May,Winter,No,No,"Rice/Noodle dishes",Juice,Other,4.5,13,2,"Yes - broadband connection",Telephone,50,52,30,1,0,5,0,40,40,40,40,40,0,0,"A lot","Graduate degree",Gospel,"Freeze time",Happy,Other,Other
USA,CA,2018,"12        ",Male,17,Right-Handed,174,25.5,173,2,Car,30,0.449,47,Skateboarding/Rollerblading,658,406,936,711,257,813,25.5,"Same length",90,80,"Index finger",August,Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",7,11,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",127,100,5,11,2,3,4,8,12,5,6,2,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"International aid"
USA,NC,2014,"7         ",Female,13,Right-Handed,0,0,0,2,Bus,5,0.78,41,Athletics,1000,492,337,427,529,1000,25,"Right foot",73,72,"Index finger",August,Summer,No,Yes,Pizza/Pasta,"Powdered drink","Physical education",10,12,8,"Yes - broadband connection","Cell phone",0,0,3,2,1.30,4,5,5,6,3,6,7,3,1,"A lot","High school","Rap/Hip hop","Super strength",Famous,Actor,Health
USA,MD,2021,"12        ",Male,17,Right-Handed,180,27,182,1,Car,10,0.335,34,Basketball,700,800,600,600,900,999,28,"Left foot",80,75,"Index finger",November,Spring,No,No,Poultry,Water,"Physical education",6.5,8,4,"Yes - broadband connection","In person",500,600,20,2,3,1,3,0,3,10,20,12,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","International aid"
USA,PA,2018,"12        ",Female,17,Right-Handed,163,24,162,2,Car,7,0.4,33,Swimming,1000,594,358,610,380,1000,23.8,"Right foot",75.7,76.2,"Ring finger",July,Winter,No,No,Desserts,Tea,Science,8,9,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,0,0,30,8,0,3,2,1,60,3,0,2,"A lot","Undergraduate degree","Punk rock",Telepathy,Happy,Other,Health
USA,CA,2014,"5         ",Male,11,Right-Handed,136,21,136,2,Car,5,.721,44,"Hockey (Field)",499,300,500,250,600,500,26,"Same length",60,60,"Same length",January,,Yes,No,Seafood,Water,Science,9,8,4,"Yes - other","Internet chat or instant messaging",0,0,7,0,2,1,9,10,10,.5,1,3,0,2,"Very little",Other,Other,Fly,Rich,"Sports person",Other
USA,SC,2022,"11        ",Male,18,Right-Handed,5’8,22cm,98cm,1,Car,80,90,12,Dancing,,,,,,,20,"Same length",89,21,"Index finger",August,Winter,No,Yes,Seafood,"Powdered drink",History,12,5,4,"Yes - broadband connection",Telephone,1000,120,100,29,30,76,7,8,0,65,3,2,1,9,None,"High school","Rap/Hip hop","Freeze time",Happy,"Sports person",Environment
USA,NC,2017,"12        ",Female,17,Left-Handed,"175 ",27,142.5,1,Car,15,.413,31,Basketball,750,500,500,400,300,300,27,"Same length",65,70,"Ring finger",August,Fall,Yes,No,Other,"Sports drink",Science,6,10,3,"Yes - broadband connection","Text messaging",27,500,5,.5,10,4,14,0,6,6,6,3,0,0,"A lot",Other,"Rhythm and blues (R&B)",Telepathy,Happy,"Coach or club leader",Health
USA,NC,2021,"12        ",Female,17,,5'3,8,27,1,Car,15,0.575,59,Other,1000,1000,200,300,0,0,8,"Same length",3,3,"Same length",April,Winter,Yes,No,Meat,"Soft drink (caffeinated)",Other,8,10,4,"Yes - other","Text messaging",13,20,0,0,2,5,0,0,0,4,0,0,35,3,"A lot","Some college","Rap/Hip hop",Telepathy,Happy,Actor,Religious
USA,CA,2019,"12        ",Male,21,Right-Handed,172.7,26.5,179,2,Walk,45,n/a,n/a,Walking/Hiking,10,10,10,0,5,10,26.8,"Right foot","7 1/2",7,"Index finger",October,Winter,No,No,Pizza/Pasta,Water,Art,5,3,4,"No internet connection","Cell phone",0,0,2,0,4,0,6,0,2,2,0,0,8,2,"A lot","Some college",Reggae,Fly,Happy,Relative,Other
USA,NC,2015,"12        ",Female,17,Right-Handed,161,21,62,2,Car,25,.79,62,Swimming,700,750,900,750,800,1000,22,"Left foot",70,80,"Ring finger",February,Summer,No,No,Other,Tea,Languages,6,6,6,"Yes - broadband connection","Cell phone",400,400,0,0,10,3,0,0,3,3,3,5,30,0,"A lot","Graduate degree",Pop,Invisibility,Happy,Other,Health
USA,AR,2016,"8         ",Female,13,Right-Handed,148,23,150,2,Bus,5,.397,34,Basketball,775,936,1000,535,342,460,23,"Same length",7,6,"Ring finger",August,Spring,No,No,Meat,Juice,"Mathematics and statistics",9,7,11,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",5,11,15,2,14,24,5,6,12,2,12,9,5,24,"Very little","Graduate degree",Classical,"Super strength",Happy,Friend,Religious
USA,TX,2018,"12        ",Male,18,Right-Handed,193,27,194,1,Car,5,.31,37,Baseball/Softball,600,400,70,50,999,1000,27,"Same length",90,95,"Ring finger",January,Fall,No,No,Meat,Water,"Social studies",8,6,4,"Yes - broadband connection","Text messaging",20,200,7,.1,.1,4,10,2,4,2,8,2,15,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Wildlife, animals"
USA,OH,2021,"7         ",Male,12,Ambidextrous,152,23,150,1,Car,8,0.412,39,Soccer,797,497,492,380,246,374,23,"Same length",76,64,"Index finger",December,Spring,Yes,No,Meat,Water,"Physical education",8,8,4,"Yes - broadband connection","Internet chat or instant messaging",6,18,6,4,5,11,7,10,1,3,15,8,0,9,"A lot","Graduate degree",Pop,"Freeze time",Happy,Teacher,Health
USA,ID,2019,"12        ",Male,24,Right-Handed,180,25.9,180,1,Walk,20,.388,42,Other,0,0,20,10,1000,999,25.9,"Same length",95,98,"Ring finger",May,Summer,No,No,Meat,Water,Other,7,7,6,"Yes - broadband connection","Cell phone",20,20,2,1,6,0,0,5,6,7,7,3,0,3,"A lot","Graduate degree","Heavy metal",Telepathy,Happy,Friend,Religious
USA,FL,2011,"12        ",Female,19,Right-Handed,150,20,152,2,Bus,20,0.343,54,Tennis,802,877,963,,513,717,21,"Left foot",70,50.5,"Index finger",October,Fall,Yes,No,Meat,"Soft drink (non-caffeinated)",Art,6,12,5,"Yes - broadband connection","Cell phone",163,159,12,1,0,49,15,12,12,168,12,16,16,4,Some,"Some college",Techno/Electronic,"Freeze time",Rich,"Musician or singer",Health
USA,CA,2016,"12        ",Female,17,Right-Handed,175,24,182,2,Car,4,.302,46,Swimming,679,588,1000,269,706,770,24,"Same length",71,80,"Ring finger",January,Summer,No,No,Fruit,Water,Science,7,7,7,"Yes - broadband connection","Text messaging",100,100,6,1,25,3,20,0,5,10,15,0,0,3,Some,Other,"Rap/Hip hop",Fly,Happy,"Sports person","Arts, culture, sports"
USA,OH,2016,"7         ",Male,12,Left-Handed,178,56,87,2,Walk,15,.365,34,"Football (American)",500,600,1000,300,1000,1000,56,"Same length",40,60.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MD,2014,"10        ",Female,15,Right-Handed,170,28,178,2,Car,10,.399,60,Other,300,400,100,200,800,1000,28,"Right foot",81,70,"Index finger",August,Summer,Yes,Yes,Pizza/Pasta,Water,English,5,12,7,"Yes - other","Text messaging",200,250,20,6,15,20,25,4,1,40,30,5,0,2,"A lot",Other,Classical,Fly,Rich,Actor,"Wildlife, animals"
USA,NC,2015,"12        ",Female,18,Right-Handed,168,21,150,2,Bus,30,0.697,60,Dancing,500,500,500,600,1000,1000,21,"Same length",80,90,"Ring finger",August,Summer,No,No,Seafood,Juice,"Mathematics and statistics",6,10,2,"Yes - broadband connection","Text messaging",5,10,2,3,5,3,2,0,25,20,15,2,0,2,Some,"Graduate degree",Classical,Fly,Rich,"Musician or singer","Arts, culture, sports"
USA,TX,2015,"5         ",Male,10,Right-Handed,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,"12        ",Male,17,Right-Handed,175,25,176,1,Car,8,.335,"40 ",Walking/Hiking,800,800,800,900,1000,1000,26,"Same length",8.2cm,8.9cm,"Ring finger",September,Fall,No,No,"No favorite",Water,Music,6,9,2,"Yes - other","Text messaging",2,4,12,2,3,3,2,4,5,3,6,1,0,2,Some,"Some college","Heavy metal","Freeze time",Rich,"Musician or singer","Arts, culture, sports"
USA,WA,2023,"11        ",Male,17,Right-Handed,93,33,99,1,Car,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,"12        ",Male,18,Right-Handed,178,23,184,1,Car,6,.25,36,"Hockey (Ice)",750,750,750,750,750,750,21,"Right foot",8,8,"Same length",August,Fall,Yes,No,Poultry,Water,Other,6,8,4,"Yes - broadband connection","Text messaging",55,59,50,35,35,60,25,10,15,20,34,20,10,10,"A lot","Undergraduate degree",Other,"Freeze time",Happy,Relative,Environment
USA,WI,2016,"7         ",Female,12,Left-Handed,164,23,157,2,Bus,15,0.429,54,Basketball,102,155,273,96,0,487,23,"Same length",80,90,"Ring finger",November,Fall,Yes,No,"No favorite",Coffee,Art,7,5,3,"Yes - broadband connection","Cell phone",10,10,36,3,7,30,168,0,6,72,5,2,6,4,Some,"Graduate degree",Country,Telepathy,Healthy,Other,"Arts, culture, sports"
USA,NY,2017,"6         ",Female,11,Right-Handed,165,25,166,1,"Rail (Train/Tram/Subway)",25,0.324,69,Basketball,1000,1000,1000,1000,1000,1000,25,"Same length",85,90,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,Science,9,10,4,"Yes - other","In person",15,10,5,0,5,15,10,5,4,4,3,6,,,Some,Other,Pop,Fly,Happy,"Sports person",Health
USA,KY,2021,"11        ",Male,17,Right-Handed,"5,7",,,one,Bus,10,0.37,48,"Table Tennis",1000,800,800,900,300,400,,,,,,September,Fall,Yes,,Meat,Water,"Physical education",6,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,10,4,1,9,2,2,5,6,8,3,25,8,Some,"Some college",Reggae,"Freeze time",Rich,"Musician or singer","Wildlife, animals"
USA,CO,2017,"10        ",Male,18,Left-Handed,5.11,24,,2,Car,8,0.41,60,"Football (American)",50,500,500,800,800,900,24,"Same length",85,88,"Ring finger",June,Summer,No,No,"No favorite",Water,Science,7,9,4,"Yes - other","Cell phone",300,300,25,3,0,15,6,15,15,15,25,15,0,10,None,"Some college","Rap/Hip hop","Freeze time",Happy,Other,Health
USA,FL,2014,"12        ",Female,17,Right-Handed,173,24,174,1,Car,10,0.39,39,Other,791,807,749,759,513,717,24,"Same length",90,87,"Index finger",April,Fall,,Yes,Pizza/Pasta,Water,Music,7,10,3,"Yes - broadband connection","Text messaging",50,70,35,1,14,14,7,0,21,70,21,7,15,14,"A lot","Graduate degree",Other,Invisibility,Happy,Friend,"International aid"
USA,RI,2018,"12        ",Female,17,Right-Handed,161,24,12,2,Car,10,0.665,56,Soccer,439,455,439,273,64,182,24,"Same length",80,80,"Same length",September,Fall,No,No,Pizza/Pasta,Juice,Science,8,4,5,"Yes - broadband connection","Text messaging",100,200,5,1,5,5,5,0,5,5,5,2,0,0,Some,"Graduate degree",Pop,Telepathy,Happy,"Sports person","International aid"
USA,KS,2022,"12        ",Female,17,Right-Handed,162,23,154,1,Car,6,0.38,57,Gymnastics,947,936,770,583,551,882,23.5,"Left foot",6.5,6.7,"Ring finger",December,Fall,No,No,"Rice/Noodle dishes",Water,English,5,10,4,"Yes - other","Text messaging",169,225,20,5,4,15,3,0,15,7,8,2,15,2,"A lot","Graduate degree",Other,Invisibility,Happy,Relative,Environment
USA,MO,2017,"6         ",Female,11,Right-Handed,152,23,161,1,Bus,36,0.405,63,Soccer,690,800,900,500,900,900,23,"Same length",70,70,"Same length",March,Fall,Yes,No,Seafood,Milk,"Mathematics and statistics",8,10,4,"Yes - other","Text messaging",5,4,0,7,0,12,12,5,7,15,12,9,7,4,"Very little","Graduate degree",Country,Telepathy,Rich,Friend,Health
USA,MI,2013,"11        ",Male,17,Right-Handed,169,25,,1,Car,3,.26,47,Rowing,,,,,,,25,"Same length",87,93,"Ring finger",May,Fall,Yes,No,Seafood,Water,Art,5,9,2,"Yes - broadband connection","In person",30,29,2,1,17,2,10,4,1,2,25,0,0,2,"A lot","Graduate degree","Heavy metal",Telepathy,Happy,"Business person","Arts, culture, sports"
USA,CA,2023,"12        ",Male,17,Right-Handed,175,29,180,1,Car,10,0.407,43,"Football (American)",100,10,23,25,90,90,31,"Right foot",80,85,"Ring finger",July,Summer,No,No,Meat,"Sports drink",Art,7,10,6,"Yes - broadband connection","In person",4,5,10,1,5,3,0,20,2,0,50,12,0,2,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,PA,2014,"9         ",Female,17,Ambidextrous,172.2,23.5,172.2,3,Car,10,.441,,Tennis,50,100,250,500,1000,1000,23.5,"Same length",,,"Index finger",July,Summer,Yes,No,Meat,Water,Science,10,12,4,"Yes - broadband connection","Text messaging",50,50,10,1,75,10,50,5,50,50,100,100,5,5,Some,"Graduate degree",Pop,Telepathy,Rich,"Sports person",Health
USA,GA,2011,"6         ",Male,11,Right-Handed,147,27,157,1,Bus,2,.297,42,Swimming,1000,500,200,,1000,1000,24,"Right foot",85,75,"Index finger",March,Winter,Yes,No,"No favorite",Water,"Computers and technology",10,5,4,"Yes - other",Other,0,0,0,0,7,0,0,30,0,0,30,5,0,5,None,Other,Other,Fly,Healthy,Other,Other
USA,TX,2013,"5         ",Male,11,Left-Handed,151,24,160,1,Car,5,0.468,38,Basketball,1000,1000,999,1000,0,0,23,"Left foot",80,78,"Ring finger",December,Summer,Yes,No,Seafood,Water,"Physical education",10,7,4,"No internet connection","Text messaging",5,5,3,1,1,2,3,1,1,5,2,2,0,0,Some,Other,Techno/Electronic,"Freeze time",Happy,"Religious figure",Health
USA,NH,2018,"5         ",,,,150,29,155,,Bus,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2022,"12        ",Male,17,Right-Handed,5'8,27,160,1,Bus,20,0.302,31,Basketball,800,700,800,750,500,800,27,"Same length",80,90,"Ring finger",August,Spring,No,No,Meat,"Sports drink","Computers and technology",5,9,3,"Yes - broadband connection","Text messaging",8,10,5,1,10,5,2,28,35,2,50,7,22,2,"A lot","Undergraduate degree",Pop,Fly,Rich,"Business person","Wildlife, animals"
USA,MO,2016,"9         ",Male,16,Right-Handed,175,26,175,1,Car,7,0.358,66,Athletics,1000,1000,1000,1000,0,500,26,"Same length",80,80,"Same length",March,Winter,Yes,No,Meat,Tea,"Physical education",8,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,7,7,4,7,10,9,4,7,5,12,4,0,5,Some,"Some college",Pop,"Super strength",Happy,Friend,Health
USA,MI,2022,"4         ",Female,17,Right-Handed,177,27,67,3,Walk,15,0.815,56,Swimming,700,850,850,500,300,900,27,"Same length",75,70,"Index finger",September,Spring,Yes,No,Pizza/Pasta,Water,Languages,8,10,5,"Yes - broadband connection","Text messaging",200,200,20,5,20,30,6,3,50,50,130,30,0,4,"Very little","Graduate degree",Pop,Telepathy,Rich,Relative,"International aid"
USA,CA,2013,"10        ",Female,15,Right-Handed,171,26,164.5,1,Car,20,.337,76,Basketball,800,900,900,700,700,900,26,"Same length",85,80,"Ring finger",May,Fall,No,No,"No favorite",Water,"Mathematics and statistics",7.5,10,4,"Yes - broadband connection","Text messaging",20,20,10,.25,28,5,10,0,3,1,7,1,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
